typ,typ_label,name,address,lat,lng,wertstoffinsel_glas,wertstoffinsel_kleider,wertstoffinsel_papier,google_maps_url
3.0,Grüngutannahmestelle,Grüngutannahmestelle Lüdersen,"Hiddestorfer Straße 8, 31832 Springe",52.251878477893,9.6742826700211,,,,"https://www.google.com/maps?q=52.251878477893,9.6742826700211"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Völksen,"In der Ahnt , 31832 Springe",52.212850088118,9.6366995573044,,,,"https://www.google.com/maps?q=52.212850088118,9.6366995573044"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Eltze,"Warmser Weg , 31311 Uetze",52.46250468827,10.271750092506,,,,"https://www.google.com/maps?q=52.46250468827,10.271750092506"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Hänigsen,"Burgdorfer Berg (ca. 100m hinter Ortsausgang, Richtung Dachtmissen), 31311 Uetze",52.479660629189,10.081994533539,,,,"https://www.google.com/maps?q=52.479660629189,10.081994533539"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Abbensen,"Dunkler Weg 9, 30900 Wedemark",52.566667172397,9.6146142482758,,,,"https://www.google.com/maps?q=52.566667172397,9.6146142482758"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Bissendorf,"Isernhägener Damm 1, 30900 Wedemark",52.517954685685,9.7627633810043,,,,"https://www.google.com/maps?q=52.517954685685,9.7627633810043"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Brelingen,"Düsternstraße 9, 30900 Wedemark",52.550424048746,9.6806207299232,,,,"https://www.google.com/maps?q=52.550424048746,9.6806207299232"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Elze,"Hohenheider Straße , 30900 Wedemark",52.590817818371,9.7378699606024,,,,"https://www.google.com/maps?q=52.590817818371,9.7378699606024"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Mellendorf,"Salhop 4, 30900 Wedemark",52.545715212131,9.7170590438849,,,,"https://www.google.com/maps?q=52.545715212131,9.7170590438849"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Bredenbeck,Steinkrüger Weg 50,52.247500622771,9.6225589513779,,,,"https://www.google.com/maps?q=52.247500622771,9.6225589513779"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Bokeloh,"Cronsbostel 8, 31515 Wunstorf",52.419758968482,9.3910253047943,,,,"https://www.google.com/maps?q=52.419758968482,9.3910253047943"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Luthe,"Karl-Gutkes-Weg , 31515 Wunstorf",52.438385694883,9.4678535623857,,,,"https://www.google.com/maps?q=52.438385694883,9.4678535623857"
3.0,Grüngutannahmestelle,Grüngutannahmestelle Kolenfeld,"Bültenstr. 43, 31515 Wunstorf",52.381132906164,9.456077141749,,,,"https://www.google.com/maps?q=52.381132906164,9.456077141749"
1.0,Wertstoffhöfe,Heinr.-Nordhoff-Ring Nr.1 30826 Garbsen,"Heinr.-Nordhoff-Ring Nr. 1, 30826 Garbsen (Osterwald OE)",52.446764001702,9.5879226064384,,,,"https://www.google.com/maps?q=52.446764001702,9.5879226064384"
1.0,Wertstoffhöfe,Nordstraße 30989 Gehrden,"Nordstraße , 30989 Gehrden (auf d. Gelände der Pumpstation)",52.3251,9.60222,,,,"https://www.google.com/maps?q=52.3251,9.60222"
1.0,Wertstoffhöfe,R.-Diesel-Ring 3 31535 Neustadt a. Rbge,"R.-Diesel-Ring 3 31535 Neustadt a., Rbge (Neustadt a. Rbge)",52.507266299243,9.4810401645921,,,,"https://www.google.com/maps?q=52.507266299243,9.4810401645921"
1.0,Wertstoffhöfe,Ludwig-Erhard-Str. 22 30982 Pattensen,"Ludwig-Erhard-Str. 22, 30982 Pattensen (Pattensen)",52.262427777606,9.7794676669937,,,,"https://www.google.com/maps?q=52.262427777606,9.7794676669937"
1.0,Wertstoffhöfe,Mengendamm 15 30177 Hannover,"Mengendamm 15, 30177 Hannover (List)",52.399071618769,9.7581508973264,,,,"https://www.google.com/maps?q=52.399071618769,9.7581508973264"
1.0,Wertstoffhöfe,Empelder Straße 30952 Ronnenberg,"Empelder Straße , 30952 Ronnenberg (hinter den Kleingärten)",52.318850592725,9.6604622607647,,,,"https://www.google.com/maps?q=52.318850592725,9.6604622607647"
1.0,Wertstoffhöfe,Werftstr. 14 30926 Seelze,"Werftstr. 14, 30926 Seelze (Lohnde)",52.395402476672,9.567517036546,,,,"https://www.google.com/maps?q=52.395402476672,9.567517036546"
1.0,Wertstoffhöfe,Borsigring 31319 Sehnde,"Borsigring , 31319 Sehnde (Sehnde)",52.317097131359,9.9781028028552,,,,"https://www.google.com/maps?q=52.317097131359,9.9781028028552"
1.0,Wertstoffhöfe,Oppelner Straße 31832 Springe,"Oppelner Straße , 31832 Springe (Springe)",52.20977329345,9.5675488878521,,,,"https://www.google.com/maps?q=52.20977329345,9.5675488878521"
1.0,Wertstoffhöfe,Wietzegraben 43 30179 Hannover,"Wietzegraben 43, 30179 Hannover (Sahlkamp)",52.409947366808,9.7697163479084,,,,"https://www.google.com/maps?q=52.409947366808,9.7697163479084"
1.0,Wertstoffhöfe,Bornumer Str. 143 30453 Hannover,"Bornumer Str. 143, 30453 Hannover (Bornum)",52.351664458422,9.6921947881979,,,,"https://www.google.com/maps?q=52.351664458422,9.6921947881979"
1.0,Wertstoffhöfe,Auf Der Haube 3 30900 Wedemark,"Auf Der Haube 3, 30900 Wedemark (Bissendorf)",52.516131571938,9.7361282766384,,,,"https://www.google.com/maps?q=52.516131571938,9.7361282766384"
1.0,Wertstoffhöfe,Schörlingstr. 3a 30453 Hannover,"Schörlingstr. 3a, 30453 Hannover (Linden-Mitte)",52.36418326368,9.683798958676,,,,"https://www.google.com/maps?q=52.36418326368,9.683798958676"
1.0,Wertstoffhöfe,Hansastr. 7 30419 Hannover,"Hansastr. 7, 30419 Hannover (Nordhafen)",52.421529005922,9.6799507169444,,,,"https://www.google.com/maps?q=52.421529005922,9.6799507169444"
1.0,Wertstoffhöfe,Tiestestr. 10 30171 Hannover,"Tiestestr. 10, 30171 Hannover (Südstadt)",52.365363483591,9.7613335179974,,,,"https://www.google.com/maps?q=52.365363483591,9.7613335179974"
1.0,Wertstoffhöfe,Gertrud-Knebusch-Str. 2 30167 Hannover,"Gertrud-Knebusch-Str. 2, 30167 Hannover (Nordstadt)",52.38801279255,9.7281909210559,,,,"https://www.google.com/maps?q=52.38801279255,9.7281909210559"
2.0,Deponien und angeschlossene Wertstoffhöfe,Moorwaldweg 312 30659 Hannover,"Moorwaldweg 312, 30659 Hannover (Deponie Lahe)",52.410934155574,9.8575626831488,,,,"https://www.google.com/maps?q=52.410934155574,9.8575626831488"
2.0,Deponien und angeschlossene Wertstoffhöfe,Steinwedeler Straße 31303 Burgdorf,"Steinwedeler Straße , 31303 Burgdorf (Deponie Burgdorf)",52.431237134634,10.019282645434,,,,"https://www.google.com/maps?q=52.431237134634,10.019282645434"
2.0,Deponien und angeschlossene Wertstoffhöfe,31515 Wunstorf,31515 Wunstorf (Deponie Kolenfeld),52.384702169133,9.4510409924926,,,,"https://www.google.com/maps?q=52.384702169133,9.4510409924926"
5.0,Wertstoffinsel,Dahlienstr. Barsinghausen / Alt-Barsinghau - Ecke Langenäcker,"Dahlienstr. , Barsinghausen / Alt-Barsinghau",52.306141120487,9.4745159407875,True,False,False,"https://www.google.com/maps?q=52.306141120487,9.4745159407875"
5.0,Wertstoffinsel,Deisterstr. Barsinghausen / Alt-Barsinghau - Ecke Am Waldhof,"Deisterstr. , Barsinghausen / Alt-Barsinghau",52.298715377528,9.4630716136825,True,False,True,"https://www.google.com/maps?q=52.298715377528,9.4630716136825"
5.0,Wertstoffinsel,Kronskamp Barsinghausen / Bantorf - ggü. MC Donald´s,"Kronskamp , Barsinghausen / Bantorf",52.333842143556,9.4144643779511,True,False,False,"https://www.google.com/maps?q=52.333842143556,9.4144643779511"
5.0,Wertstoffinsel,Zur Kokemühle Barsinghausen / Barrigsen - Ecke Dunkle Straße,"Zur Kokemühle , Barsinghausen / Barrigsen",52.360412528273,9.4974474842666,True,False,True,"https://www.google.com/maps?q=52.360412528273,9.4974474842666"
5.0,Wertstoffinsel,Alte Dorfstr. 15 Barsinghausen / Eckerde - Altes Feuerwehrhaus,"Alte Dorfstr. 15 , Barsinghausen / Eckerde",52.32611977341,9.5169747593477,True,False,True,"https://www.google.com/maps?q=52.32611977341,9.5169747593477"
5.0,Wertstoffinsel,Stoppstr. Barsinghausen / Egestorf - Ecke Heinrich-Benne-Str. Edeka Parkplatz,"Stoppstr. , Barsinghausen / Egestorf",52.289104532281,9.5047414166154,True,False,True,"https://www.google.com/maps?q=52.289104532281,9.5047414166154"
5.0,Wertstoffinsel,Wennigser Str. Barsinghausen / Egestorf - Ecke Bahnhof,"Wennigser Str. , Barsinghausen / Egestorf",52.278665428838,9.515381680593,True,False,True,"https://www.google.com/maps?q=52.278665428838,9.515381680593"
5.0,Wertstoffinsel,Levester Str. 14 Barsinghausen / Göxe - Agravis,"Levester Str. 14 , Barsinghausen / Göxe",52.338740950677,9.5453178482743,True,False,True,"https://www.google.com/maps?q=52.338740950677,9.5453178482743"
5.0,Wertstoffinsel,Landstraße Barsinghausen / Kirchdorf - Ecke Die Heide,"Landstraße , Barsinghausen / Kirchdorf",52.296923831886,9.4947122258405,True,False,True,"https://www.google.com/maps?q=52.296923831886,9.4947122258405"
5.0,Wertstoffinsel,Max-Planck-Str Barsinghausen / Kirchdorf - Höhe Rehpfad,"Max-Planck-Str , Barsinghausen / Kirchdorf",52.287342209624,9.4832874222999,True,False,True,"https://www.google.com/maps?q=52.287342209624,9.4832874222999"
5.0,Wertstoffinsel,Am Deichfeld 27 Barsinghausen / Landringhausen - nähe Reitwiesenweg,"Am Deichfeld 27 , Barsinghausen / Landringhausen",52.353743802121,9.4614441171184,True,False,False,"https://www.google.com/maps?q=52.353743802121,9.4614441171184"
5.0,Wertstoffinsel,Hauptstr. Barsinghausen / Nordgoltern - Ecke Jupiterhof Parkplatz Freibad,"Hauptstr. , Barsinghausen / Nordgoltern",52.338310889563,9.5045088760255,True,False,True,"https://www.google.com/maps?q=52.338310889563,9.5045088760255"
5.0,Wertstoffinsel,Am Zimmereiplatz Ecke Mindener Barsinghausen / Stemmen - Busschleife,"Am Zimmereiplatz Ecke Mindener , Barsinghausen / Stemmen",52.341306972538,9.5164766500953,True,False,False,"https://www.google.com/maps?q=52.341306972538,9.5164766500953"
5.0,Wertstoffinsel,Feldweg Ecke Wichmarstr. Barsinghausen / Wichtringhause - Feuerwehr,"Feldweg Ecke Wichmarstr. , Barsinghausen / Wichtringhause",52.337147474632,9.4329004161331,True,False,True,"https://www.google.com/maps?q=52.337147474632,9.4329004161331"
5.0,Wertstoffinsel,Heerstr. Barsinghausen / Winninghausen - ggü. Friedhof zufahrt Wilhelm Busch Schule,"Heerstr. , Barsinghausen / Winninghausen",52.320487670718,9.4330019113049,True,False,True,"https://www.google.com/maps?q=52.320487670718,9.4330019113049"
5.0,Wertstoffinsel,An Der Mösch Burgdorf / Burgdorf - Ecke Schillerslager Str.,"An Der Mösch , Burgdorf / Burgdorf",52.444130278325,9.9949356885049,True,False,False,"https://www.google.com/maps?q=52.444130278325,9.9949356885049"
5.0,Wertstoffinsel,Eseringer Str. Burgdorf / Burgdorf - zw. Welfenstr u. Rübezahlweg,"Eseringer Str. , Burgdorf / Burgdorf",52.439347483426,10.001301025897,True,False,True,"https://www.google.com/maps?q=52.439347483426,10.001301025897"
5.0,Wertstoffinsel,Kleiner Brückendamm 29 Burgdorf / Burgdorf - Parkplatz ggü. Festplatz,"Kleiner Brückendamm 29 , Burgdorf / Burgdorf",52.446139715689,10.013461521881,True,False,True,"https://www.google.com/maps?q=52.446139715689,10.013461521881"
5.0,Wertstoffinsel,Marris-Mühlenweg Burgdorf / Burgdorf - Ecke Sperlingsweg,"Marris-Mühlenweg , Burgdorf / Burgdorf",52.453874643341,10.000438482054,True,False,True,"https://www.google.com/maps?q=52.453874643341,10.000438482054"
5.0,Wertstoffinsel,Scharlemannstr Burgdorf / Burgdorf - Höhe Stadion ggü. Bolzplatz,"Scharlemannstr , Burgdorf / Burgdorf",52.433154304131,10.017988314102,True,False,True,"https://www.google.com/maps?q=52.433154304131,10.017988314102"
5.0,Wertstoffinsel,Steinwedeler Str. 1 Burgdorf / Burgdorf - Deponie,"Steinwedeler Str. 1 , Burgdorf / Burgdorf",52.420800588266,10.01386563578,True,False,False,"https://www.google.com/maps?q=52.420800588266,10.01386563578"
5.0,Wertstoffinsel,Weserstr. Burgdorf / Burgdorf - Ecke Saalestr.,"Weserstr. , Burgdorf / Burgdorf",52.457910575489,9.9855473106383,True,False,True,"https://www.google.com/maps?q=52.457910575489,9.9855473106383"
5.0,Wertstoffinsel,Salzstr. Burgdorf / Dachtmissen - Ecke Am Mittelfeld,"Salzstr. , Burgdorf / Dachtmissen",52.464738897058,10.048804607532,True,False,True,"https://www.google.com/maps?q=52.464738897058,10.048804607532"
5.0,Wertstoffinsel,Rohrkampsweg Burgdorf / Heeßel - Ecke Dorfstr. Tankstelle,"Rohrkampsweg , Burgdorf / Heeßel",52.444668845459,9.9821325290404,True,False,True,"https://www.google.com/maps?q=52.444668845459,9.9821325290404"
5.0,Wertstoffinsel,Freiengericht Burgdorf / Otze -,"Freiengericht , Burgdorf / Otze",52.487728045848,10.01686202257,True,False,True,"https://www.google.com/maps?q=52.487728045848,10.01686202257"
5.0,Wertstoffinsel,Lehmkuhlenweg Burgdorf / Otze - Ecke Barwersweg,"Lehmkuhlenweg , Burgdorf / Otze",52.488910364978,10.004753338719,True,False,True,"https://www.google.com/maps?q=52.488910364978,10.004753338719"
5.0,Wertstoffinsel,Schwarzer Berg Burgdorf / Otze - Ecke Hauptstr. ggü. Plantagenweg,"Schwarzer Berg , Burgdorf / Otze",52.46154055219,10.02598775066,True,False,False,"https://www.google.com/maps?q=52.46154055219,10.02598775066"
5.0,Wertstoffinsel,Weidendamm Burgdorf / Ramlingen-Ehlershau - Ecke Edental,"Weidendamm , Burgdorf / Ramlingen-Ehlershau",52.526366361262,10.029694099124,True,False,True,"https://www.google.com/maps?q=52.526366361262,10.029694099124"
5.0,Wertstoffinsel,Zollstr. Burgdorf / Schillerslage - ehemalige B3 Richtung Alt Engenser Weg,"Zollstr. , Burgdorf / Schillerslage",52.471334695541,9.9756446966492,True,False,True,"https://www.google.com/maps?q=52.471334695541,9.9756446966492"
5.0,Wertstoffinsel,Alter Postweg Burgwedel / Engensen - nähe Karl-Jäger-Weg,"Alter Postweg , Burgwedel / Engensen",52.50283866163,9.9456096619744,True,False,True,"https://www.google.com/maps?q=52.50283866163,9.9456096619744"
5.0,Wertstoffinsel,Grasbruchweg 20 Burgwedel / Fuhrberg - Ecke Wielohweg,"Grasbruchweg 20 , Burgwedel / Fuhrberg",52.566627260751,9.861806207633,True,False,True,"https://www.google.com/maps?q=52.566627260751,9.861806207633"
5.0,Wertstoffinsel,Am Schützenplatz Ecke Fuhrberg Burgwedel / Großburgwedel - Festplatz,"Am Schützenplatz Ecke Fuhrberg , Burgwedel / Großburgwedel",52.498452870739,9.8593529565031,True,False,True,"https://www.google.com/maps?q=52.498452870739,9.8593529565031"
5.0,Wertstoffinsel,Auf der Ramhorst Burgwedel / Großburgwedel - FC Ramhorst,"Auf der Ramhorst , Burgwedel / Großburgwedel",52.481195375086,9.8637140282098,True,False,True,"https://www.google.com/maps?q=52.481195375086,9.8637140282098"
5.0,Wertstoffinsel,Pappelweg Burgwedel / Großburgwedel - Ecke An d. Wedel,"Pappelweg , Burgwedel / Großburgwedel",52.502372435528,9.8519305824094,True,False,True,"https://www.google.com/maps?q=52.502372435528,9.8519305824094"
5.0,Wertstoffinsel,Hornweg Burgwedel / Kleinburgwedel - Parkplatz TSV Kleinburgwedel,"Hornweg , Burgwedel / Kleinburgwedel",52.516232253615,9.8709294553465,True,False,True,"https://www.google.com/maps?q=52.516232253615,9.8709294553465"
5.0,Wertstoffinsel,Bruchstr. Burgwedel / Thönse - Ecke An d. Miere,"Bruchstr. , Burgwedel / Thönse",52.497063790872,9.9022363477047,True,False,True,"https://www.google.com/maps?q=52.497063790872,9.9022363477047"
5.0,Wertstoffinsel,Thönser Trift 75 Burgwedel / Wettmar - Ecke Meitzer Weg Parkplatz TSV Wettmar,"Thönser Trift 75 , Burgwedel / Wettmar",52.515873793241,9.9090322012116,True,False,True,"https://www.google.com/maps?q=52.515873793241,9.9090322012116"
5.0,Wertstoffinsel,Am Kanal Garbsen / Alt-Garbsen - Ecke Im Lerchenfeld,"Am Kanal , Garbsen / Alt-Garbsen",52.410573688399,9.5976588929766,True,False,True,"https://www.google.com/maps?q=52.410573688399,9.5976588929766"
5.0,Wertstoffinsel,Bachstr. Garbsen / Alt-Garbsen - Ecke Beethovenstr.,"Bachstr. , Garbsen / Alt-Garbsen",52.422321759707,9.585568054604,True,False,False,"https://www.google.com/maps?q=52.422321759707,9.585568054604"
5.0,Wertstoffinsel,Gutenbergstr. Garbsen / Alt-Garbsen - Praktika-Parkplatz,"Gutenbergstr. , Garbsen / Alt-Garbsen",52.420469720617,9.57272085785,True,False,True,"https://www.google.com/maps?q=52.420469720617,9.57272085785"
5.0,Wertstoffinsel,Hannoversche Str. Garbsen / Alt-Garbsen - Parkplatz TSV Havelse,"Hannoversche Str. , Garbsen / Alt-Garbsen",52.408864970176,9.6030751826162,True,False,True,"https://www.google.com/maps?q=52.408864970176,9.6030751826162"
5.0,Wertstoffinsel,Im Kleegrund Garbsen / Alt-Garbsen - Ecke Sandstr.,"Im Kleegrund , Garbsen / Alt-Garbsen",52.416647838854,9.6018727305655,True,False,False,"https://www.google.com/maps?q=52.416647838854,9.6018727305655"
5.0,Wertstoffinsel,Saturnring Garbsen / Auf Der Horst - Grundschule / Lehrerparkplatz,"Saturnring , Garbsen / Auf Der Horst",52.421950474919,9.6039742824716,True,False,True,"https://www.google.com/maps?q=52.421950474919,9.6039742824716"
5.0,Wertstoffinsel,Neuer Landweg 10 Garbsen / Berenbostel - ggü. Lidl,"Neuer Landweg 10 , Garbsen / Berenbostel",52.442684566419,9.6105546581614,True,True,True,"https://www.google.com/maps?q=52.442684566419,9.6105546581614"
5.0,Wertstoffinsel,Seeweg Garbsen / Berenbostel - Richtung Gutenbergstr.,"Seeweg , Garbsen / Berenbostel",52.434691710657,9.5875559973782,True,False,True,"https://www.google.com/maps?q=52.434691710657,9.5875559973782"
5.0,Wertstoffinsel,Farlingsweg Garbsen / Frielingen - Festplatz,"Farlingsweg , Garbsen / Frielingen",52.464417897091,9.5194618203368,True,False,True,"https://www.google.com/maps?q=52.464417897091,9.5194618203368"
5.0,Wertstoffinsel,Havelser Str. Garbsen / Garbsen-Mitte - Ecke Berenbosteler Str. P-Platz Nord-West-Zentrum,"Havelser Str. , Garbsen / Garbsen-Mitte",52.425051675557,9.5952075171288,True,False,True,"https://www.google.com/maps?q=52.425051675557,9.5952075171288"
5.0,Wertstoffinsel,Resser Str. 1a Garbsen / Heitlingen - Ecke Hauptstr.,"Resser Str. 1a , Garbsen / Heitlingen",52.46859089952,9.6182441056527,True,False,True,"https://www.google.com/maps?q=52.46859089952,9.6182441056527"
5.0,Wertstoffinsel,Steinwartskamp Garbsen / Horst - Ecke Andreaestr. Skaterpark,"Steinwartskamp , Garbsen / Horst",52.440491133392,9.5519723580332,True,False,True,"https://www.google.com/maps?q=52.440491133392,9.5519723580332"
5.0,Wertstoffinsel,Schützenstr. Garbsen / Meyenfeld - Ecke Im Bleeke,"Schützenstr. , Garbsen / Meyenfeld",52.44384904671,9.5681099730183,True,False,True,"https://www.google.com/maps?q=52.44384904671,9.5681099730183"
5.0,Wertstoffinsel,Hanosanstr. Garbsen / Osterwald Ue - Ecke Marienburger Str.,"Hanosanstr. , Garbsen / Osterwald Ue",52.458412822711,9.545323370253,True,False,True,"https://www.google.com/maps?q=52.458412822711,9.545323370253"
5.0,Wertstoffinsel,Karl-Prendel-Str. Richtung Am Garbsen / Schloß Ricklingen - Burgstraße,"Karl-Prendel-Str. Richtung Am , Garbsen / Schloß Ricklingen",52.428200593839,9.503784364616,True,False,True,"https://www.google.com/maps?q=52.428200593839,9.503784364616"
5.0,Wertstoffinsel,Am Hechtkamp Garbsen / Stelingen - Corinthstr. Parkplatz Turnclub,"Am Hechtkamp , Garbsen / Stelingen",52.441024800958,9.6202561827529,True,False,True,"https://www.google.com/maps?q=52.441024800958,9.6202561827529"
5.0,Wertstoffinsel,Heitlinger Str. Garbsen / Stelingen - Ecke Waidmannsweg,"Heitlinger Str. , Garbsen / Stelingen",52.450504118013,9.6247302426582,True,False,True,"https://www.google.com/maps?q=52.450504118013,9.6247302426582"
5.0,Wertstoffinsel,Ditterker Weg Gehrden / Gehrden - ggü. Am Spehrteich,"Ditterker Weg , Gehrden / Gehrden",52.320542581277,9.5940976922802,True,False,False,"https://www.google.com/maps?q=52.320542581277,9.5940976922802"
5.0,Wertstoffinsel,Nordstr. Gehrden / Gehrden - Wertstoffhof,"Nordstr. , Gehrden / Gehrden",52.325501569631,9.6019556857668,True,False,False,"https://www.google.com/maps?q=52.325501569631,9.6019556857668"
5.0,Wertstoffinsel,Parkstr. Gehrden / Gehrden - Ecke Lemmier Str.,"Parkstr. , Gehrden / Gehrden",52.306286772972,9.6023257292103,True,False,False,"https://www.google.com/maps?q=52.306286772972,9.6023257292103"
5.0,Wertstoffinsel,Mühlenweg Gehrden / Lenthe - Ecke Meierwiese,"Mühlenweg , Gehrden / Lenthe",52.359254393561,9.6137507312779,True,False,True,"https://www.google.com/maps?q=52.359254393561,9.6137507312779"
5.0,Wertstoffinsel,Osterstraße Gehrden / Leveste - am Friedhof,"Osterstraße , Gehrden / Leveste",52.320429573124,9.5563752449007,True,False,True,"https://www.google.com/maps?q=52.320429573124,9.5563752449007"
5.0,Wertstoffinsel,ggü. Große Str. 58 Gehrden / Northen - An der Pumpstation,"ggü. Große Str. 58 , Gehrden / Northen",52.348005426797,9.6036266322491,True,False,True,"https://www.google.com/maps?q=52.348005426797,9.6036266322491"
5.0,Wertstoffinsel,Am Bahndamm 17 Hannover / Ahlem - ggü. E-Center ( Parkbucht),"Am Bahndamm 17 , Hannover / Ahlem",52.385197497479,9.6706646014535,True,False,True,"https://www.google.com/maps?q=52.385197497479,9.6706646014535"
5.0,Wertstoffinsel,Am Bahndamm 54 Hannover / Ahlem - ggü. VW Raupers,"Am Bahndamm 54 , Hannover / Ahlem",52.388721629414,9.6595061898318,True,False,True,"https://www.google.com/maps?q=52.388721629414,9.6595061898318"
5.0,Wertstoffinsel,Geveker Kamp Hannover / Ahlem - ggü. Bergkammstr.,"Geveker Kamp , Hannover / Ahlem",52.374785507189,9.6676570490966,True,False,False,"https://www.google.com/maps?q=52.374785507189,9.6676570490966"
5.0,Wertstoffinsel,"Heisterbergallee 99 Hannover / Ahlem - vor Rewe, Nähe Am Asph","Heisterbergallee 99 , Hannover / Ahlem",52.376500096261,9.6601173844302,True,False,False,"https://www.google.com/maps?q=52.376500096261,9.6601173844302"
5.0,Wertstoffinsel,Krugstr. 10 Hannover / Ahlem - Höhe Feuerwehr,"Krugstr. 10 , Hannover / Ahlem",52.385092128135,9.6654469219252,True,False,True,"https://www.google.com/maps?q=52.385092128135,9.6654469219252"
5.0,Wertstoffinsel,Tegtmeyerallee 25 Hannover / Ahlem - In der Kurve,"Tegtmeyerallee 25 , Hannover / Ahlem",52.380435504521,9.6685503086623,True,False,False,"https://www.google.com/maps?q=52.380435504521,9.6685503086623"
5.0,Wertstoffinsel,Eisteichweg Ecke Wartheweg Hannover / Anderten - Parkplatz Sportfreunde Anderten,"Eisteichweg Ecke Wartheweg , Hannover / Anderten",52.366072423257,9.8498935967216,True,False,True,"https://www.google.com/maps?q=52.366072423257,9.8498935967216"
5.0,Wertstoffinsel,Freidingstr. 4 Hannover / Anderten - Höhe St.-Martins-Kirche,"Freidingstr. 4 , Hannover / Anderten",52.361366807533,9.8541208330074,True,False,True,"https://www.google.com/maps?q=52.361366807533,9.8541208330074"
5.0,Wertstoffinsel,Gollstr. 78 Hannover / Anderten - Nordwaldstr. / Kanal,"Gollstr. 78 , Hannover / Anderten",52.367820637354,9.8592831629893,True,False,False,"https://www.google.com/maps?q=52.367820637354,9.8592831629893"
5.0,Wertstoffinsel,Königsberger Ring 210 Hannover / Anderten - Richtung Lehrter Str.,"Königsberger Ring 210 , Hannover / Anderten",52.35859863349,9.8514976594365,True,False,True,"https://www.google.com/maps?q=52.35859863349,9.8514976594365"
5.0,Wertstoffinsel,Luhnenstr. 7 Hannover / Anderten - Ecke Krumme Straße,"Luhnenstr. 7 , Hannover / Anderten",52.363309855897,9.857697660013,True,False,True,"https://www.google.com/maps?q=52.363309855897,9.857697660013"
5.0,Wertstoffinsel,Ohefeldweg 15 Hannover / Anderten - Ecke Königsberger Ring,"Ohefeldweg 15 , Hannover / Anderten",52.356831399183,9.8534460274899,True,False,True,"https://www.google.com/maps?q=52.356831399183,9.8534460274899"
5.0,Wertstoffinsel,Sehnder Str.1 Hannover / Anderten - Ecke Gollstr.,"Sehnder Str.1 , Hannover / Anderten",52.359648613692,9.8579792036232,True,False,False,"https://www.google.com/maps?q=52.359648613692,9.8579792036232"
5.0,Wertstoffinsel,Benther-Berg-Str. 39 Hannover / Badenstedt - Höhe Salzhemmendorfer St,"Benther-Berg-Str. 39 , Hannover / Badenstedt",52.361470220886,9.6724640321183,True,False,False,"https://www.google.com/maps?q=52.361470220886,9.6724640321183"
5.0,Wertstoffinsel,Fränkische Straße 12 Hannover / Badenstedt - Bei der großen Werkhalle,"Fränkische Straße 12 , Hannover / Badenstedt",52.34975062363,9.6653858782438,True,False,True,"https://www.google.com/maps?q=52.34975062363,9.6653858782438"
5.0,Wertstoffinsel,Hermann-Ehlers-Allee 26 Hannover / Badenstedt - Höhe Frobeniusweg,"Hermann-Ehlers-Allee 26 , Hannover / Badenstedt",52.35458334769,9.6756338238986,True,False,True,"https://www.google.com/maps?q=52.35458334769,9.6756338238986"
5.0,Wertstoffinsel,Petermannstr. 49 Ecke Auf der Hannover / Badenstedt -,"Petermannstr. 49 Ecke Auf der , Hannover / Badenstedt",52.357035980861,9.682205559921,True,False,True,"https://www.google.com/maps?q=52.357035980861,9.682205559921"
5.0,Wertstoffinsel,Sternheimweg 33 Hannover / Badenstedt - Ecke K49 (Lenther Chaussee),"Sternheimweg 33 , Hannover / Badenstedt",52.356494293776,9.6572202362463,True,False,True,"https://www.google.com/maps?q=52.356494293776,9.6572202362463"
5.0,Wertstoffinsel,Alte Bemeroder Str. 100 Hannover / Bemerode - nahe Emslandstr.,"Alte Bemeroder Str. 100 , Hannover / Bemerode",52.344808914261,9.8220195467594,True,False,True,"https://www.google.com/maps?q=52.344808914261,9.8220195467594"
5.0,Wertstoffinsel,Anecampstr. 22 Hannover / Bemerode - Ecke Gerdingstr.,"Anecampstr. 22 , Hannover / Bemerode",52.34962175736,9.8344413372132,True,False,True,"https://www.google.com/maps?q=52.34962175736,9.8344413372132"
5.0,Wertstoffinsel,Anecampstr. 2A Hannover / Bemerode - Ecke Berkelmannstr.,"Anecampstr. 2A , Hannover / Bemerode",52.345999071365,9.8279724867238,True,False,True,"https://www.google.com/maps?q=52.345999071365,9.8279724867238"
5.0,Wertstoffinsel,Brüsseler Str. 5 Hannover / Bemerode - zwischen den Stichwegen,"Brüsseler Str. 5 , Hannover / Bemerode",52.324992543012,9.8221511132685,True,False,True,"https://www.google.com/maps?q=52.324992543012,9.8221511132685"
5.0,Wertstoffinsel,Feldbuschwende 2 Hannover / Bemerode - Ecke Oheriedentrift,"Feldbuschwende 2 , Hannover / Bemerode",52.342446412143,9.8370952929144,True,False,True,"https://www.google.com/maps?q=52.342446412143,9.8370952929144"
